,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,4E10:IC50: by study
630,GIL,,F1,chronic,,FRANCE,,AF321084,,Yes,,non-panel,F1.FR..GIL.AF321084,100.0,>50: Chaillon2012
631,GX11_13,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475042,GX11.13,Yes,,panel,01_AE.CN.2007.GX11_13.GU475042,3.16,3.16: Nie2020
632,GX13_7,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475037,GX13.7,Yes,,panel,01_AE.CN.2007.GX13_7.GU475037,2.13,2.13: Nie2020
633,GX142_2,3,01_AE,<3mo,CCR5,CHINA,2007.0,GU475031,GX142.2,Yes,,panel,01_AE.CN.2007.GX142_2.GU475031,6.25,6.25: Nie2020
634,GX155_55,3,01_AE,<3mo,CCR5,CHINA,2007.0,GU475043,GX155.55,Yes,,panel,01_AE.CN.2007.GX155_55.GU475043,4.02,4.02: Nie2020
635,GX2010_36,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475026,GX2010.36,Yes,,panel,01_AE.CN.2007.GX2010_36.GU475026,0.97,0.97: Nie2020
636,GX24_8,1,01_AE,<3mo,CCR5,CHINA,2007.0,GU475015,GX24.8,Yes,,panel,01_AE.CN.2007.GX24_8.GU475015,3.83,3.83: Nie2020
637,GX25_29,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475030,GX25.29,Yes,,panel,01_AE.CN.2007.GX25_29.GU475030,2.21,2.21: Nie2020
638,GX28_31,2,01_AE,<3mo,CCR5,CHINA,2007.0,GU475017,GX28.31,Yes,,panel,01_AE.CN.2007.GX28_31.GU475017,2.09,2.09: Nie2020
639,GX33M_25,2,07_BC,,CCR5,CHINA,,HQ326141,GX33m-25,Yes,,panel,07_BC.CN..GX33M_25.HQ326141,0.73,0.73: Nie2020
640,GX34_21,2,01_AE,<12mo,CCR5,CHINA,2007.0,GU475022,GX34.21,Yes,,panel,01_AE.CN.2007.GX34_21.GU475022,5.86,5.86: Nie2020
641,GX35_33,2,01_AE,<12mo,CCR5,CHINA,2008.0,GU475023,GX35.33,Yes,,panel,01_AE.CN.2008.GX35_33.GU475023,3.71,3.71: Nie2020
642,GX43_2,3,08_BC,,CCR5,CHINA,,HQ326142,GX43-2,Yes,,panel,08_BC.CN..GX43_2.HQ326142,0.5,0.5: Nie2020
643,GX45_57,2,07_BC,,CCR5,CHINA,,HQ326143,GX45-57,Yes,,panel,07_BC.CN..GX45_57.HQ326143,1.94,1.94: Nie2020
644,GX54_6,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475045,GX54.6,Yes,,panel,01_AE.CN.2007.GX54_6.GU475045,0.52,0.52: Nie2020
645,GX68_5,3,01_AE,<12mo,CCR5,CHINA,2008.0,GU475044,GX68.5,Yes,,panel,01_AE.CN.2008.GX68_5.GU475044,5.33,5.33: Nie2020
646,GX71_18,1,01_AE,<12mo,CCR5,CHINA,2008.0,GU475016,GX71.18,Yes,,panel,01_AE.CN.2008.GX71_18.GU475016,6.26,6.26: Nie2020
647,GX72_27,3,01_AE,<12mo,CCR5,CHINA,2008.0,GU475035,GX72.27,Yes,,panel,01_AE.CN.2008.GX72_27.GU475035,2.85,2.85: Nie2020
648,GX73_29,3,01_AE,<12mo,CXCR4,CHINA,2008.0,GU475038,GX73.29,Yes,,panel,01_AE.CN.2008.GX73_29.GU475038,19.82,19.82: Nie2020
649,GX74_20,2,01_AE,<12mo,CCR5,CHINA,2008.0,GU475021,GX74.20,Yes,,panel,01_AE.CN.2008.GX74_20.GU475021,4.9,4.9: Nie2020
650,GX75_20,2,08_BC,,CCR5,CHINA,,HQ326144,GX75-20,Yes,,panel,08_BC.CN..GX75_20.HQ326144,0.92,0.92: Nie2020
651,GX79_7,2,07_BC,,CCR5,CHINA,,HQ326145,GX79-7,Yes,,panel,07_BC.CN..GX79_7.HQ326145,7.19,7.19: Nie2020
652,GX81_43,1,01_AE,<12mo,CCR5,CHINA,2008.0,GU475014,GX81.43,Yes,,panel,01_AE.CN.2008.GX81_43.GU475014,1.35,1.35: Nie2020
653,GX83_47,2,01_AE,<12mo,CCR5,CHINA,2008.0,GU475027,GX83.47,Yes,,panel,01_AE.CN.2008.GX83_47.GU475027,17.81,17.81: Nie2020
654,GX84_59,1,07_BC,,,CHINA,,HQ326146,GX84-59,Yes,,panel,07_BC.CN..GX84_59.HQ326146,0.12,0.12: Nie2020
655,GX88_47,2,01_AE,<12mo,CXCR4,CHINA,2008.0,GU475018,GX88.47,Yes,,panel,01_AE.CN.2008.GX88_47.GU475018,12.95,12.95: Nie2020
656,GX8C_31,3,01_AE,<12mo,CCR5,CHINA,2008.0,GU475039,GX8C.31,Yes,,panel,01_AE.CN.2008.GX8C_31.GU475039,5.66,5.66: Nie2020
657,GX90_1,2,01_AE,<12mo,CCR5,CHINA,2008.0,GU475019,GX90.1,Yes,,panel,01_AE.CN.2008.GX90_1.GU475019,3.84,3.84: Nie2020
658,GX91_2,1,01_AE,<12mo,CCR5,CHINA,2008.0,GU475013,GX91.2,Yes,,panel,01_AE.CN.2008.GX91_2.GU475013,0.79,0.79: Nie2020
659,GX93_8,2,07_BC,,,CHINA,,MN617364,GX93-8,Yes,,panel,07_BC.CN..GX93_8.MN617364,0.28,0.28: Nie2020
660,GZ187_10,3,01_AE,<12mo,CCR5,CHINA,2007.0,GU475036,GZ187.10,Yes,,panel,01_AE.CN.2007.GZ187_10.GU475036,8.38,8.38: Nie2020
661,GZ30_6,3,07_BC,,,CHINA,,MN617392,GZ30.6,Yes,,panel,07_BC.CN..GZ30_6.MN617392,0.66,0.66: Nie2020
662,GZ36_5,2,07_BC,,,CHINA,,MN617393,GZ36.5,Yes,,panel,07_BC.CN..GZ36_5.MN617393,0.37,0.37: Nie2020
663,GZ38_2,3,07_BC,,,CHINA,,MN617394,GZ38.2,Yes,,panel,07_BC.CN..GZ38_2.MN617394,1.29,1.29: Nie2020
664,H022_7,2,B,<12mo,,PERU,,EF210725,H022.7,Yes,H022,panel,B.PE..H022_7.EF210725,2.6,2.6: Montefiori CAVD CA-VIMC
665,H029_12,1B or 2,B,<12mo,,PERU,,EF210726,H029.12,Yes,H029,panel,B.PE..H029_12.EF210726,0.7,0.7: Montefiori CAVD CA-VIMC
666,H030_7,2,B,<12mo,,PERU,,EF210727,H030.7,Yes,H030,panel,B.PE..H030_7.EF210727,3,3: Montefiori CAVD CA-VIMC
667,H031_7,2,B,<12mo,,PERU,,EF210728,H031.7,Yes,H031,panel,B.PE..H031_7.EF210728,0.4,0.4: Montefiori CAVD CA-VIMC
668,H035_18,2 or 3,B,<12mo,,PERU,,EF210729,H035.18,Yes,H035,panel,B.PE..H035_18.EF210729,0.4,0.4: Montefiori CAVD CA-VIMC
669,H061_14,2 or 3,B,<12mo,,PERU,,EF210730,H061.14,Yes,H061,panel,B.PE..H061_14.EF210730,0.9,0.9: Montefiori CAVD CA-VIMC
670,H077_31,1B or 2,B,<12mo,,PERU,,EF210734,H077.31,Yes,H077,panel,B.PE..H077_31.EF210734,6.2,6.2: Montefiori CAVD CA-VIMC
671,H078_14,2 or 3,B,<12mo,,PERU,,EF210733,H078.14,Yes,H078,panel,B.PE..H078_14.EF210733,5.4,5.4: Montefiori CAVD CA-VIMC
672,H079_2,2 or 3,B,<12mo,,PERU,,EF210731,H079.2,Yes,H079,panel,B.PE..H079_2.EF210731,1.7,1.7: Montefiori CAVD CA-VIMC
673,H080_23,2,B,<12mo,,PERU,,EF210735,H080.23,Yes,H080,panel,B.PE..H080_23.EF210735,1.4,1.4: Montefiori CAVD CA-VIMC
674,H086_8,1B or 2,B,<12mo,,PERU,,EF210732,"H086, H086.8*, HO86.8, H086.8, HO86_8",Yes,H086,panel,B.PE..H086_8.EF210732,0.63827,0.326: Bricault2019_dataset2;0.34: Chuang2013;0.344: Bricault2019;0.344: Huang2012a;0.344: Huang2016a_dataset1;1.2: Montefiori CAVD CA-VIMC;7.97: Williams2017_dataset1
675,HB5_3,3,07_BC,chronic,CCR5,CHINA,,HQ326124,"HB5-3, HB5.3",Yes,,panel,07_BC.CN..HB5_3.HQ326124,1.58,1.58: Nie2020
676,HEB46_6,2,B,,,CHINA,,MN617382,HeB46.6,Yes,HEB46,panel,B.CN..HEB46_6.MN617382,9.81,9.81: Nie2020
677,HEB5_10,2,B,,,CHINA,,MN617374,HeB5.10,Yes,HEB5_10,panel,B.CN..HEB5_10.MN617374,0.52,0.52: Nie2020
678,HEB87_2,3,B,,,CHINA,,MN617377,HeB87.2,Yes,HEB87,panel,B.CN..HEB87_2.MN617377,5.8,5.8: Nie2020
679,HN15A_27,3,B,,,CHINA,,MN642096,HN15A.27,Yes,HN15,panel,B.CN..HN15A_27.MN642096,40.0,>20: Nie2020
680,HN18A_41,3,B,,,CHINA,,MN642097,HN18A.41,Yes,HN18,panel,B.CN..HN18A_41.MN642097,0.69,0.69: Nie2020
681,HN40_40,3,B,,,CHINA,,MN642098,HN40.40,Yes,HN40,panel,B.CN..HN40_40.MN642098,40.0,>20: Nie2020
682,HN6A_40,2,B,,,CHINA,,MN642095,HN6A.40,Yes,HN6A,panel,B.CN..HN6A_40.MN642095,5.27,5.27: Nie2020
683,HT593_1,,B,chronic,CCR5 CXCR4,HAITI,1992.0,U08444,"HT593.1, 92HT593",Yes,HT593,panel,B.HT.1992.HT593_1.U08444,0.33417,0.049: Bricault2019_dataset2;0.397: Bricault2019;0.397: Chuang2013;0.397: Georgiev2013_dataset1;0.397: Huang2012a;0.397: Huang2016a_dataset1;0.963: Williams2017_dataset1
684,HUB199_1,2,01_AE,<3mo,CCR5,CHINA,2006.0,GU475025,HuB199.1,Yes,,panel,01_AE.CN.2006.HUB199_1.GU475025,19.12,19.12: Nie2020
685,HUB32_3,1,B,,,CHINA,,MN617375,HuB32.3,Yes,HUB32,panel,B.CN..HUB32_3.MN617375,1.08,1.08: Nie2020
686,HXB2,1B,B,chronic,CXCR4,FRANCE,1983.0,K03455,"HXBC2, HXB-2, IIIB, HXB2_DG, HXB2.DG",Yes,LAI,panel,B.FR.1983.HXB2.K03455,0.029622,0.003: Bricault2019_dataset2;0.021: Zhang2019a;0.043: Bricault2019;0.043: Chuang2013;0.043: Georgiev2013_dataset1;0.043: Huang2012a;0.043: Huang2016a_dataset1;0.064: Williams2017_dataset1
687,JRCSF,2,B,chronic,CCR5,UNITED STATES,1986.0,AY669726,"JR-CSF, JRCSF_JB, JR CSF, JR_CSF, JRCSF.JB",Yes,JR,panel,B.US.1986.JRCSF.AY669726,1.74923,0.429: Bricault2019_dataset2;0.823: Zhang2019a;0.831: Rusert2016;2.5: Crooks2015;3.103: Gardner2015;3.3: Walker2009a;4.12: Bricault2019;4.12: Chuang2013;4.12: Georgiev2013_dataset1;4.12: Huang2012a;4.12: Huang2016a_dataset1;8.05: Williams2017_dataset1;<0.02: Ren2014
688,JRFL,2,B,chronic,CCR5,UNITED STATES,1986.0,AY669728,"JRFL_JB, JRFL-JB, JR_FL, JRFL_wt, JRFLwt, JR FL, JR-FL, JRFL.JB.SG3, JRFL.JB",Yes,JR,panel,B.US.1986.JRFL.AY669728,4.40947,0.174: Bricault2019_dataset2;2.25: Rusert2016;4.29: Williams2017_dataset1;4.8: Crooks2015;5.37: Bricault2019;5.37: Huang2012a;5.37: Huang2016a_dataset1;5.4: Chuang2013;5.4: Georgiev2013_dataset1;17.8: Zhang2019a;18.91: Walker2009a
689,JRFL_JR2,,B,,,UNITED STATES,1986.0,,"JR2, JR-FL/JR2",Yes,JR,mutant,B.US.1986.JRFL_JR2.,8.5,8.5: Huang2012a
690,KER2008_12,,A1,chronic,CCR5 CXCR4,KENYA,2000.0,AY736809,"KER2008, 00KE_KER2008, KER2008.12",Yes,KER2008,panel,A1.KE.2000.KER2008_12.AY736809,1.39521,1.28: Bricault2019;1.28: Chuang2013;1.28: Doria-Rose2014;1.28: Georgiev2013_dataset1;1.28: Huang2012a;1.28: Huang2016a_dataset1;2.34: Williams2017_dataset1;>50: Bricault2019_dataset2
691,KER2018_11,,A1,chronic,CCR5,KENYA,2000.0,AY736810,"00KE_KER2018, KER2018, KER2018.11",Yes,KER2018,panel,A1.KE.2000.KER2018_11.AY736810,6.12551,1.89: Bricault2019_dataset2;2.94: Rusert2016;5.96: Williams2017_dataset1;8.46: Bricault2019;8.46: Chuang2013;8.46: Doria-Rose2014;8.46: Georgiev2013_dataset1;8.46: Huang2012a;8.46: Huang2016a_dataset1
692,KNH1144,,A1,,CCR5,KENYA,2000.0,AF457066,,Yes,KNH1144,panel,A1.KE.2000.KNH1144.AF457066,11.5,11.5: Zhang2019a
693,KNH1209_18,,A1,chronic,CCR5,KENYA,2000.0,AY736813,"KNH1209, KNH1209.18, 00KE_KNH1209",Yes,KNH1209,panel,A1.KE.2000.KNH1209_18.AY736813,1.45323,0.406: Bricault2019_dataset2;1.63: Bricault2019;1.63: Chuang2013;1.63: Georgiev2013_dataset1;1.63: Huang2012a;1.63: Huang2016a_dataset1;2.93: Williams2017_dataset1
694,KO224_T87_2_4,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681240,Ko224_T87_2_4,Yes,503_15405_KO224,panel,C.ZA.2008.KO224_T87_2_4.JN681240,100.0,>50: Bricault2019_dataset1;>50: Wagh2016
695,KO243_H6_3,3,C,<3mo,,SOUTH AFRICA,2009.0,KF114892,Ko243_H6.3,Yes,503_06097_Ko243,panel,C.ZA.2009.KO243_H6_3.KF114892,18.62,18.62: Bricault2019_dataset1;18.62: Wagh2016
696,KO426_N276D,,C,<12mo,,SOUTH AFRICA,2008.0,,"426c.SM, 426c-N276D",Yes,503_03576_KO426,mutant,C.ZA.2008.KO426_N276D.,1.52,1.52: LaBranche2018
697,KO426_N276D_N460D_N463D,,C,<12mo,,SOUTH AFRICA,2008.0,,426c.TM1,Yes,503_03576_KO426,mutant,C.ZA.2008.KO426_N276D_N460D_N463D.,0.98,0.98: LaBranche2018
698,KO426_S278R_N460D_N463D_G471S,,C,<12mo,,SOUTH AFRICA,2008.0,,426c.TM4,Yes,503_03576_KO426,mutant,C.ZA.2008.KO426_S278R_N460D_N463D_G471S.,1.66,1.66: LaBranche2018
699,KO426_T78_10,2,C,<12mo,,SOUTH AFRICA,2008.0,JN681241,"426c, Ko426_T78_10, KO426_T78_10C",Yes,503_03576_KO426,panel,C.ZA.2008.KO426_T78_10.JN681241,2.8346,0.445: Bricault2019_dataset2;3.32: LaBranche2018;4.08: Williams2017_dataset1;5.51: Bricault2019_dataset1;5.51: Wagh2016
700,KO459_T68_4,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681242,Ko459_T68_4,Yes,503_06310_KO459,panel,C.ZA.2008.KO459_T68_4.JN681242,6.8,6.8: Bricault2019_dataset1;6.8: Wagh2016
701,KO756_38_TB12,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681243,"KO_756_38_12, Ko756_38_Tb12",Yes,503_06485_KO756,panel,C.ZA.2008.KO756_38_TB12.JN681243,4.36,4.36: Bricault2019_dataset1;4.36: Wagh2016
702,KO870_C2_10,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681244,"Ko870_C2_10, KO_870_C2_10C",Yes,503_06877_KO870,panel,C.ZA.2008.KO870_C2_10.JN681244,9.87,9.87: Bricault2019_dataset1;9.87: Wagh2016
703,KON,2 or 3,02_AG,chronic,,FRANCE,,AF321079,,Yes,,panel,02_AG.FR..KON.AF321079,100.0,>50: Chaillon2012;>50: Matz2013
704,KSS_0514_13,,01_AE,,,THAILAND,,HM215429,KSS-0514.13,Yes,,panel,01_AE.TH..KSS_0514_13.HM215429,2.1,2.1: Montefiori CAVD CA-VIMC
705,M02138,,01_AE,chronic,CXCR4,THAILAND,1996.0,AY713424,"0503M02138_EC1, 0503M02138.ec1",Yes,M02138,panel,01_AE.TH.1996.M02138.AY713424,0.12761,0.014: Bricault2019_dataset2;0.151: Bricault2019;0.151: Chuang2013;0.151: Georgiev2013_dataset1;0.151: Huang2012a;0.151: Huang2016a_dataset1;0.16: Williams2017_dataset1;0.4: Montefiori CAVD CA-VIMC
706,MB201_A1,,A1,chronic,,KENYA,,DQ187026,"MB201, MB201.A1",Yes,B201mother,panel,A1.KE..MB201_A1.DQ187026,1.82766,0.411: Bricault2019_dataset2;2.21: Bricault2019;2.21: Chuang2013;2.21: Doria-Rose2014;2.21: Georgiev2013_dataset1;2.21: Huang2012a;2.21: Huang2016a_dataset1;2.6: Williams2017_dataset1
707,MB539_2B7,,A1,chronic,,KENYA,,DQ187082,"MB539, MB539.2B7",Yes,B539mother,panel,A1.KE..MB539_2B7.DQ187082,21.7,21.7: Bricault2019;21.7: Chuang2013;21.7: Doria-Rose2014;21.7: Georgiev2013_dataset1;21.7: Huang2012a;21.7: Huang2016a_dataset1;>50: Bricault2019_dataset2;>50: Williams2017_dataset1
708,MBA,,C,,,FRANCE,,AF321081,,Yes,,non-panel,C.FR..MBA.AF321081,100.0,>50: Chaillon2012
709,ME067_A10_15,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681245,ME067_A10-15,Yes,503_11070_ME067,panel,C.ZA.2008.ME067_A10_15.JN681245,12.29,12.29: Bricault2019_dataset1;12.29: Wagh2016
710,ME178_G6_16,3,C,<3mo,,SOUTH AFRICA,2008.0,KF114893,Me178_G6.16,Yes,503_15383_Me178,panel,C.ZA.2008.ME178_G6_16.KF114893,4.58,4.58: Bricault2019_dataset1;4.58: Wagh2016
711,MFU14_2_F7_7,,F1,,CCR5,SPAIN,2006.0,GU332505,,Yes,MFU14,non-panel,F1.ES.2006.MFU14_2_F7_7.GU332505,0.68,0.68: Revilla2011
712,MG505_W0M_A2,,A1,chronic,,KENYA,,DQ208449,"MG505.A2, MG505_W0M_ENV_A2",Yes,G505mother,panel,A1.KE..MG505_W0M_A2.DQ208449,1.49,1.49: Rusert2016
713,MGRM_AG_002,,02_AG,chronic,,,,MF510462,"MGRM8, MGRM-002-8",Yes,,panel,02_AG...MGRM_AG_002.MF510462,0.8,0.8: Walker2009a
714,MI369_A5,,A1,chronic,,KENYA,,DQ187018,"MI369.A5, MI369",Yes,I369mother,panel,A1.KE..MI369_A5.DQ187018,2.36253,0.671: Bricault2019_dataset2;2.88: Bricault2019;2.88: Chuang2013;2.88: Georgiev2013_dataset1;2.88: Huang2012a;2.88: Huang2016a_dataset1;3.09: Williams2017_dataset1
715,MN_3,1A,B,<12mo,,UNITED STATES,,HM215430,"MN.3, MN/H9, MN.03, MN",Yes,MN,panel,B.US..MN_3.HM215430,0.026221,0.005: Zhang2019a;0.011: Williams2017_dataset1;0.016: Bricault2019;0.016: Chuang2013;0.016: Georgiev2013_dataset1;0.016: Huang2012a;0.016: Huang2016a_dataset1;0.03: Bradley2016a;0.97: Braibant2013;<.02: Moody2015;<0.12: Matz2013
716,MS208_A1,1 or 2,A1D,<12mo,,KENYA,,DQ187010,"MS208.A1, MS208",Yes,S208mother,panel,A1D.KE..MS208_A1.DQ187010,0.95707,0.187: Bricault2019_dataset2;0.678: Zhang2019a;0.7: Bricault2019_dataset3;0.7: Corti2010;0.7: Hraber2014;0.7: Montefiori CAVD CA-VIMC;1.56: Bricault2019;1.56: Chuang2013;1.56: Georgiev2013_dataset1;1.56: Huang2012a;1.56: Huang2016a_dataset1;2.1: Williams2017_dataset1
717,MW965_26,1A,C,<12mo,CCR5,MALAWI,1993.0,U08455,"MV965.26, MW965, MW965.26, 93MW965",Yes,965,panel,C.MW.1993.MW965_26.U08455,0.013821,0.001: Bricault2019_dataset2;0.01: Corti2010;0.01: Montefiori CAVD CA-VIMC;0.01: Scheid2009;0.018: Williams2017_dataset1;0.02: Bradley2016a;0.025: Bricault2019;0.025: Chuang2013;0.025: Georgiev2013_dataset1;0.025: Huang2012a;0.025: Huang2016a_dataset1
718,N1_FR_2011,,N,<12mo,,FRANCE,2011.0,JN572926,,Yes,N1,panel,N.FR.2011.N1_FR_2011.JN572926,20.0,>10: Morgand2015
719,NAB01,,B,chronic,CCR5,SWITZERLAND,2001.0,EU023918,NAB1pre_cl_39x,Yes,NAB01,panel,B.CH.2001.NAB01.EU023918,0.999,0.999: Beauparlant2017
720,NAB01_C14,,B,,,SWITZERLAND,,KX673207,NAB01_PBMCcon.c14,Yes,NAB01,mutant,B.CH..NAB01_C14.KX673207,0.464,0.464: Beauparlant2017
721,NAB01_C14_REV,,B,,,SWITZERLAND,,KX673208,NAB01_PBMCcon.c14-rev,Yes,NAB01,mutant,B.CH..NAB01_C14_REV.KX673208,1.324,1.324: Beauparlant2017
722,NAB01_C21,,B,,,SWITZERLAND,,KX673209,NAB01_CD4low.c21,Yes,NAB01,mutant,B.CH..NAB01_C21.KX673209,0.144,0.144: Beauparlant2017
723,NAB01_C21_REV,,B,,,SWITZERLAND,,KX673210,NAB01_CD4low.c21-rev,Yes,NAB01,mutant,B.CH..NAB01_C21_REV.KX673210,0.354,0.354: Beauparlant2017
724,NAB01_C24,,B,,,SWITZERLAND,,KX673211,NAB01_CD4low.c24,Yes,NAB01,mutant,B.CH..NAB01_C24.KX673211,0.362,0.362: Beauparlant2017
725,NAB01_C24_REV,,B,,,SWITZERLAND,,KX673212,NAB01_CD4low.c24-rev,Yes,NAB01,mutant,B.CH..NAB01_C24_REV.KX673212,0.472,0.472: Beauparlant2017
726,NAB01_PA,,B,,,SWITZERLAND,,KX673206,,Yes,NAB01,mutant,B.CH..NAB01_PA.KX673206,0.638,0.638: Beauparlant2017
727,NAB13PRE_CL_9,2,G,<12mo,,SWITZERLAND,,EU023937,,Yes,NAB13,panel,G.CH..NAB13PRE_CL_9.EU023937,0.0472,0.0472: Rusert2016
728,NAB5PRE_CL_1,2,B,chronic,,SWITZERLAND,2003.0,EU023923,,Yes,120.NAB05,panel,B.CH.2003.NAB5PRE_CL_1.EU023923,1.12,1.12: Rusert2016
729,NAB9PRE_CL_106,2,B,chronic,,SWITZERLAND,2001.0,EU023928,,Yes,NAB09,panel,B.CH.2001.NAB9PRE_CL_106.EU023928,0.476,0.476: Rusert2016
730,NI1046_EC3,,01_AE,,CCR5,THAILAND,1996.0,JQ715412,NI1046.ec3,Yes,NI1046,panel,01_AE.TH.1996.NI1046_EC3.JQ715412,0.2,0.2: Montefiori CAVD CA-VIMC
731,NKR_0512_8,,B,,,THAILAND,,HM215431,NKR-0512.8,Yes,,panel,B.TH..NKR_0512_8.HM215431,0.8,0.8: Montefiori CAVD CA-VIMC
732,NKU3006_EC1,,D,,CCR5,KENYA,2001.0,JQ715411,"NKU3006, NKU3006.ec1",Yes,NKU3006,panel,D.KE.2001.NKU3006_EC1.JQ715411,3.96398,0.673: Bricault2019_dataset2;4.99: Williams2017_dataset1;5.83: Bricault2019;5.83: Chuang2013;5.83: Huang2012a;5.83: Huang2016a_dataset1
733,NL43,1A,B,chronic,CXCR4,FRANCE,1985.0,AY669735,NL4-3,Yes,NL43,panel,B.FR.1985.NL43.AY669735,4.67,4.67: Walker2009a
734,P0402_C2_11,2,G,chronic,CCR5,SPAIN,2002.0,EU885759,"P0402.c2.11, P0402, P0402_c2_11",Yes,P402,panel,G.ES.2002.P0402_C2_11.EU885759,0.47772,0.057: Bricault2019_dataset2;0.084: Zhang2019a;0.185: Williams2017_dataset1;5.3: Bricault2019_dataset3;5.3: Montefiori CAVD CA-VIMC
735,P1655_C8_B5,,F1,chronic,CCR5 CXCR4,SPAIN,2007.0,FJ817371,P1655_C8_B5_1,Yes,P1655,non-panel,F1.ES.2007.P1655_C8_B5.FJ817371,5.76203,3.1: Montefiori CAVD CA-VIMC;10.71: Revilla2011
736,P1909_C5_6,,G,,CCR5,SPAIN,2008.0,GU332513,,Yes,P1909,panel,G.ES.2008.P1909_C5_6.GU332513,100.0,>50: Revilla2011
737,P1981_C5_3,2,G,,CCR5,SPAIN,2008.0,FJ817369,"P1981, P1981.C5.3, P1981_C5_B3, P1981_F1",Yes,1981,panel,G.ES.2008.P1981_C5_3.FJ817369,0.27122,0.024: Bricault2019_dataset2;0.099: Zhang2019a;0.192: Williams2017_dataset1;0.69: Revilla2011;0.7: Bricault2019_dataset3;0.7: Hraber2014;0.7: Montefiori CAVD CA-VIMC
738,P2059_B12,,F2,,CCR5,SPAIN,2008.0,GU332509,,Yes,P2059,panel,F2.ES.2008.P2059_B12.GU332509,0.29,0.29: Revilla2011
739,P2355_E4_2,,12_BF,,CCR5,SPAIN,2009.0,GU332507,,Yes,P2355,panel,12_BF.ES.2009.P2355_E4_2.GU332507,8.93,8.93: Revilla2011
740,P402_2_C11,,G,chronic,CCR5,SPAIN,2002.0,EU885759,"P402_2_11, P402_C11",Yes,P402,panel,G.ES.2002.P402_2_C11.EU885759,5.3,5.3: Revilla2011
741,PRB926_04_A9_4237,2,B,acute,,UNITED STATES,1994.0,EU289197,PRB926-04.A9.4237,Yes,PRB926,panel,B.US.1994.PRB926_04_A9_4237.EU289197,2.8,2.8: Corti2010;2.8: Montefiori CAVD CA-VIMC
742,PRB958_06_TB1_4305,2,B,<3mo,,UNITED STATES,2000.0,EU289199,PRB958-06.TB1.4305,Yes,PRB958,panel,B.US.2000.PRB958_06_TB1_4305.EU289199,0.5,0.5: Montefiori CAVD CA-VIMC
743,PSR_0508_2,,01_AE,,,THAILAND,,HM215432,PSR-0508.2,Yes,,panel,01_AE.TH..PSR_0508_2.HM215432,5.4,5.4: Montefiori CAVD CA-VIMC
744,PVO_4,2 or 3,B,acute,CCR5,ITALY,1996.0,AY835444,"NIH-ARP-11022, PVO, PVO clone 4, B3(PVO.4), PV0.4, PVO.04, SVPB11, PVO.4, PVO_04, PVO4",Yes,PVO,panel,B.IT.1996.PVO_4.AY835444,6.38541,1.6: Bricault2019_dataset2;1.99: Bricault2019;1.99: Chuang2013;1.99: Doria-Rose2014;1.99: Georgiev2013_dataset1;1.99: Huang2012a;1.99: Huang2016a_dataset1;3.1: Moody2015;6.5: Bricault2019_dataset3;6.5: Corti2010;6.5: Hraber2014;6.5: Montefiori CAVD CA-VIMC;6.5: Scheid2009;7.42: Morris2011;9.59: Zhang2019a;14: Crooks2015;14.9: Rusert2016;18.32: Walker2009a;18.952: Chen2014;23.2: Williams2017_dataset1;33.62: Schultz2018_dataset1;36.04: Schultz2018_dataset2
745,PWJ_0513_39,,C,,,THAILAND,,HM215433,PWJ-0513.39,Yes,,panel,C.TH..PWJ_0513_39.HM215433,2.2,2.2: Montefiori CAVD CA-VIMC
746,Q168_A2,2,A1D,acute,,KENYA,1995.0,AF407148,"Q168, Q168a2, Q168ENVa2, Q168.a2",Yes,QC168,panel,A1D.KE.1995.Q168_A2.AF407148,6.30023,0.463: Bricault2019_dataset2;2.2: Morris2011;2.3: Corti2010;2.3: Montefiori CAVD CA-VIMC;2.3: Moody2015;3.78: Zhang2019a;12.3: Williams2017_dataset1;18.7: Bricault2019;18.7: Chuang2013;18.7: Doria-Rose2014;18.7: Georgiev2013_dataset1;18.7: Huang2012a;18.7: Huang2016a_dataset1
747,Q23_17,1B,A1,<12mo,,KENYA,1994.0,AF004885,"Q23.17, Q23, Q23ENV17, Q23.17.SG3, Q23ENV.17",Yes,Q23,panel,A1.KE.1994.Q23_17.AF004885,0.6685,0.13: Doria-Rose2014;0.132: Bricault2019;0.132: Chuang2013;0.132: Georgiev2013_dataset1;0.132: Huang2012a;0.132: Huang2016a_dataset1;0.461: Bricault2019_dataset2;1.29: Zhang2019a;1.3: Bricault2019_dataset3;1.3: Corti2010;1.3: Montefiori CAVD CA-VIMC;2.6: Moody2015;4.16: Rusert2016;5.09: Williams2017_dataset1;6.35: Morris2011
